ETHBTC Close,TRXBTC Close,TRXETH Close,NormalizedTRXETH,PriceDiff,Movement
0.091904,0.0000089,0.00009694,8.90917E-06,-0.001029698,-0.006602022
0.091763,0.00000885,0.0000963,8.83678E-06,0.001496371,-0.00623053
0.091776,0.00000879,0.0000957,8.78296E-06,0.000801187,0.003134796
0.091911,0.00000882,0.000096,8.82346E-06,-0.000391683,-0.004375
0.092046,0.00000881,0.00009558,8.79776E-06,0.001391641,0.000209249
0.092054,0.0000088,0.0000956,8.80036E-06,-4.11801E-05,-0.002719665
0.092089,0.00000876,0.00009534,8.77977E-06,-0.002251229,-0.012586532
0.092201,0.00000874,0.00009414,8.6798E-06,0.006935395,0.006054812
0.092085,0.00000873,0.00009471,8.72137E-06,0.000989483,-0.008552423
0.092082,0.00000862,0.0000939,8.6465E-06,-0.003064801,0.003940362
0.092085,0.0000087,0.00009427,8.68085E-06,0.002205665,-0.007849793
0.091999,0.0000086,0.00009353,8.60467E-06,-0.000542319,-0.006201219
0.091857,0.00000857,0.00009295,8.53811E-06,0.003735236,0.010112964
0.091861,0.00000863,0.00009389,8.62483E-06,0.000599514,0.009905208
0.091836,0.00000869,0.00009482,8.70789E-06,-0.002054404,0.017506855
0.091801,0.00000879,0.00009648,8.85696E-06,-0.00756021,-0.009535655
0.091848,0.00000876,0.00009556,8.77699E-06,-0.001936298,-0.010569276
0.091752,0.00000869,0.00009455,8.67515E-06,0.001711601,-0.005711264
0.09176,0.00000864,0.00009401,8.62636E-06,0.001581479,-0.009254335
0.091858,0.00000859,0.00009314,8.55565E-06,0.004014407,0.009233412
0.091905,0.00000864,0.000094,8.63907E-06,0.00010765,-0.002234043
0.091989,0.00000861,0.00009379,8.62765E-06,-0.002045553,-0.002878772
0.09193,0.00000862,0.00009352,8.59729E-06,0.00264111,0.010479042
0.091999,0.00000875,0.0000945,8.69391E-06,0.006452164,0.014920635
0.092039,0.0000087,0.00009591,8.82746E-06,-0.014439089,-0.016473777
0.092196,0.00000875,0.00009433,8.69685E-06,0.006111561,0.005512562
0.092499,0.00000875,0.00009485,8.77353E-06,-0.002681948,0.006852926
0.092599,0.00000881,0.0000955,8.8432E-06,-0.003754804,-0.007329843
0.092724,0.00000878,0.0000948,8.79024E-06,-0.001164383,-0.001476793
0.09311,0.0000088,0.00009466,8.81379E-06,-0.001564888,-0.003274879
0.09342,0.0000088,0.00009435,8.81418E-06,-0.001608432,-0.005299417
0.093538,0.00000876,0.00009385,8.77854E-06,-0.002112116,-0.001598295
0.093575,0.00000878,0.0000937,8.76798E-06,0.001371183,-0.00416222
0.093593,0.00000874,0.00009331,8.73316E-06,0.000782897,-0.003322259
0.093621,0.0000087,0.000093,8.70675E-06,-0.000775605,-0.016129032
0.09395,0.00000865,0.0000915,8.59643E-06,0.006232242,0.004699454
0.09397,0.00000867,0.00009193,8.63866E-06,0.003627633,0.006744262
0.0937,0.0000087,0.00009255,8.67194E-06,0.003236302,0.001620746
0.09368,0.00000867,0.0000927,8.68414E-06,-0.001627796,-0.002265372
0.0937,0.00000867,0.00009249,8.66631E-06,0.00042544,-0.001405557
0.09375,0.00000866,0.00009236,8.65875E-06,0.000144363,-0.000757904
0.093998,0.00000869,0.00009229,8.67508E-06,0.001720398,-0.001733666
0.09398,0.00000867,0.00009213,8.65838E-06,0.001342353,-0.006838163
0.09392,0.00000861,0.0000915,8.59368E-06,0.00189907,-0.001311475
0.093944,0.00000858,0.00009138,8.5846E-06,-0.00053616,0.00350186
0.093954,0.00000863,0.0000917,8.61558E-06,0.001673503,0.004580153
0.094019,0.00000867,0.00009212,8.66103E-06,0.001035641,-0.004776379
0.094101,0.00000865,0.00009168,8.62718E-06,0.002645166,0.000327225
0.094304,0.00000864,0.00009171,8.64862E-06,-0.000996672,-0.001417512
0.094356,0.00000865,0.00009158,8.64112E-06,0.001027357,-0.00131033
0.0945,0.00000864,0.00009146,8.64297E-06,-0.000343632,-0.004373497
0.094581,0.00000864,0.00009106,8.61255E-06,0.003187692,0.004063255
0.094741,0.00000867,0.00009143,8.66217E-06,0.000903973,0.003937438
0.094946,0.00000875,0.00009179,8.71509E-06,0.004005311,-0.007517159
0.09539,0.00000869,0.0000911,8.69003E-06,-3.33716E-06,-0.005378705
0.095474,0.00000867,0.00009061,8.6509E-06,0.002207962,-0.00143472
0.09558,0.00000865,0.00009048,8.64808E-06,0.0002222,-0.016357206
0.0952,0.00000849,0.000089,8.4728E-06,0.002030025,-0.001123596
0.095273,0.0000085,0.0000889,8.46977E-06,0.0035692,-0.010348706
0.095401,0.00000835,0.00008798,8.39338E-06,-0.005168357,0.010570584
0.095683,0.00000845,0.00008891,8.50718E-06,-0.006720859,-0.03250478
0.095898,0.00000832,0.00008602,8.24915E-06,0.008589258,-0.00058126
0.095679,0.00000825,0.00008597,8.22552E-06,0.002975661,0.002791672
0.09589,0.00000828,0.00008621,8.26668E-06,0.001611663,0.005683795
0.096196,0.00000832,0.0000867,8.34019E-06,-0.002421191,-0.001268743
0.096109,0.00000832,0.00008659,8.32208E-06,-0.000249734,-0.007044693
0.096176,0.00000821,0.00008598,8.26921E-06,-0.007160595,-0.020702489
0.096208,0.00000816,0.0000842,8.10071E-06,0.007318664,-0.009144893
0.09681,0.00000811,0.00008343,8.07686E-06,0.004103291,-0.015342203
0.096811,0.000008,0.00008215,7.95302E-06,0.005906728,0.021180767
0.097022,0.00000812,0.00008389,8.13918E-06,-0.002355961,-0.011920372
0.097172,0.00000803,0.00008289,8.05459E-06,-0.003052556,-0.005187598
0.0976,0.00000805,0.00008246,8.0481E-06,0.000236578,0.003031773
0.09785,0.00000811,0.00008271,8.09317E-06,0.002079098,0.021520977
0.098,0.00000829,0.00008449,8.28002E-06,0.001205311,0.001301929
0.0982,0.00000833,0.0000846,8.30772E-06,0.002681843,-0.006737589
0.098365,0.00000827,0.00008403,8.26561E-06,0.000531001,-0.012257527
0.098106,0.00000816,0.000083,8.1428E-06,0.002112542,-0.004939759
0.09741,0.00000805,0.00008259,8.04509E-06,0.000610074,0.016830125
0.097112,0.00000813,0.00008398,8.15547E-06,-0.003122539,-0.000476304
0.097011,0.00000815,0.00008394,8.1431E-06,0.000846933,0.012508935
0.096789,0.0000082,0.00008499,8.2261E-06,-0.003172478,0.019414049
0.09678,0.00000839,0.00008664,8.38502E-06,0.000594012,0.012696214
0.096001,0.0000084,0.00008774,8.42313E-06,-0.002745743,-0.007294279
0.096309,0.00000839,0.0000871,8.38851E-06,0.000177159,-0.020665901
0.096022,0.00000821,0.0000853,8.19068E-06,0.002359195,0.008206331
0.095654,0.00000821,0.000086,8.22624E-06,-0.001974656,-0.008139535
0.095595,0.00000815,0.0000853,8.15425E-06,-0.00052163,-0.014302462
0.096,0.00000809,0.00008408,8.07168E-06,0.002269664,0.003449096
0.09658,0.00000815,0.00008437,8.14845E-06,0.000189656,0.000592628
0.096198,0.00000813,0.00008442,8.12104E-06,0.001103904,0.018360578
0.095831,0.00000819,0.00008597,8.23859E-06,-0.005897983,-0.011283006
0.0961,0.0000082,0.000085,8.1685E-06,0.003856277,0.01
0.096194,0.00000827,0.00008585,8.25825E-06,0.001422225,0.001630751
0.096225,0.00000827,0.00008599,8.27439E-06,-0.000530281,-0.00674497
0.096476,0.00000824,0.00008541,8.24002E-06,-1.8398E-06,0.002341646
0.096774,0.00000827,0.00008561,8.28482E-06,-0.001789072,-0.005139586
